,baseMean,log2FoldChange,padj,seed_ortholog,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
NODE_15_length_78850_cov_450.708205_44,4805.16163088147,-2.03126179623175,1.27983467423348e-10,203124.Tery_4707,3.99e-22,47.8,85.9,"COG0230@1|root,COG0230@2|Bacteria,1GAG5@1117|Cyanobacteria,1HDKH@1150|Oscillatoriales",1117|Cyanobacteria,J,Belongs to the bacterial ribosomal protein bL34 family,rpmH,-,-,ko:K02914,large subunit ribosomal protein L34,"ko03010,map03010",Significant
NODE_5_length_92424_cov_618.323723_55,29103.6016134428,-2.03095255215126,8.99253148756171e-05,203124.Tery_1073,0.0,1272.3,2330.0,"COG0646@1|root,COG1410@1|root,COG0646@2|Bacteria,COG1410@2|Bacteria,1G0PS@1117|Cyanobacteria,1H8PE@1150|Oscillatoriales",1117|Cyanobacteria,E,"Vitamin B12 dependent methionine synthase, activation domain",metH,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008652,GO:0008705,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0019752,GO:0032259,GO:0042084,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.1.1.13,ko:K00548,5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],"ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230",Significant
NODE_15_length_78850_cov_450.708205_23,2469.28900595381,-2.02839749484806,3.00066364029275e-10,203124.Tery_4728,4.940000000000001e-210,,580.0,"2CDXI@1|root,2Z7RA@2|Bacteria,1G0QV@1117|Cyanobacteria,1H872@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF1092),-,-,-,-,,-,Significant
NODE_211_length_19130_cov_465.869934_2,1744.7471776162,-2.02757307723679,1.61959740125965e-05,203124.Tery_2690,6.69e-87,,256.0,"2BEK3@1|root,328BH@2|Bacteria",2|Bacteria,-,-,-,-,-,-,,-,Significant
NODE_347_length_10803_cov_440.945478_10,3357.1004671608,-2.02718399004096,0.0010306195304881,203124.Tery_0846,2.3400000000000002e-110,,317.0,"2BF1P@1|root,328TI@2|Bacteria,1G6PD@1117|Cyanobacteria,1HDEI@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_52_length_51813_cov_688.393659_11,54885.7605790324,-2.02491589347393,2.95637029561345e-08,313612.L8106_14510,3.22e-43,120.2,141.0,"COG0636@1|root,COG0636@2|Bacteria,1G7UT@1117|Cyanobacteria,1HC7D@1150|Oscillatoriales",1117|Cyanobacteria,C,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation",atpE,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",-,ko:K02110,F-type H+-transporting ATPase subunit c,"ko00190,ko00195,ko01100,map00190,map00195,map01100",Significant
NODE_48_length_54898_cov_449.964991_7,113830.837937156,-2.02397985243744,5.58106598742449e-08,203124.Tery_1179,0.0,939.3,1949.0,"COG1026@1|root,COG1026@2|Bacteria",2|Bacteria,S,Peptidase M16C associated,CP_0875,-,-,ko:K06972,presequence protease [EC:3.4.24.-],-,Significant
NODE_202_length_20053_cov_446.234273_6,5741.40672284152,-2.02269539473329,8.497058833891441e-09,203124.Tery_0808,4.79e-127,220.2,362.0,"COG0242@1|root,COG0242@2|Bacteria,1G1FB@1117|Cyanobacteria,1H9AB@1150|Oscillatoriales",1117|Cyanobacteria,J,Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions,def,"GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564",3.5.1.88,ko:K01462,peptide deformylase [EC:3.5.1.88],-,Significant
NODE_32_length_62489_cov_866.665919_8,11041.7444334543,-2.02122633801379,4.3926949845694e-08,203124.Tery_0314,8.67e-285,206.4,783.0,"COG2268@1|root,COG2268@2|Bacteria,1G1JJ@1117|Cyanobacteria,1H9EG@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM SPFH domain Band 7 family,-,-,-,ko:K07192,flotillin,"ko04910,map04910",Significant
NODE_1796_length_1365_cov_78.312977_1,445.824467198939,-2.01892711915115,0.0125630962564666,203124.Tery_3329,1.4400000000000001e-21,,102.0,"COG3599@1|root,COG3599@2|Bacteria,1G36S@1117|Cyanobacteria,1H8BP@1150|Oscillatoriales",1117|Cyanobacteria,D,regulation of cell shape,-,-,-,-,,-,Significant
NODE_95_length_35107_cov_430.571836_25,1138.38019440942,-2.01875710852876,2.08983557173825e-07,203124.Tery_2396,3.31e-92,178.7,270.0,"COG1832@1|root,COG1832@2|Bacteria,1G704@1117|Cyanobacteria,1HBUX@1150|Oscillatoriales",1117|Cyanobacteria,S,CoA binding domain,-,-,-,ko:K06929,uncharacterized protein,-,Significant
NODE_52_length_51813_cov_688.393659_46,37203.633886359,-2.01843460920855,4.32276386735683e-08,203124.Tery_2173,1.8599999999999998e-242,488.5,665.0,"COG0500@1|root,COG2226@2|Bacteria,1G1DE@1117|Cyanobacteria,1H8KB@1150|Oscillatoriales",1117|Cyanobacteria,Q,Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family,-,"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0051741",2.1.1.295,ko:K18534,MPBQ/MSBQ methyltransferase [EC:2.1.1.295],"ko00130,ko01100,ko01110,map00130,map01100,map01110",Significant
NODE_70_length_42625_cov_450.307494_32,724.226661542751,-2.01822819523347,0.0041276871802693,203124.Tery_3900,2e-46,,149.0,"298N8@1|root,330I0@2|Bacteria,1G93W@1117|Cyanobacteria,1HCVS@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_76_length_39506_cov_451.403868_6,10724.0158268586,-2.01764963663769,1.31953202208426e-10,203124.Tery_3503,3.85e-235,,647.0,"COG4447@1|root,COG4447@2|Bacteria,1G17T@1117|Cyanobacteria,1H90J@1150|Oscillatoriales",1117|Cyanobacteria,S,"The ortholog in A.thaliana is involved in photosystem II (PSII) assembly, but knockout of the corresponding gene in Synechoccus PCC 7002 has no effect on PSII activity",ycf48,-,-,-,,-,Significant
NODE_168_length_22773_cov_646.790342_13,1260.75271872306,-2.0148995696329,0.0148736346555872,203124.Tery_0179,1.3499999999999998e-191,100.4,530.0,"COG1943@1|root,COG1943@2|Bacteria,1G38T@1117|Cyanobacteria,1HACX@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase IS200 like,-,-,-,ko:K07491,REP-associated tyrosine transposase,-,Significant
NODE_46_length_55696_cov_443.642674_38,17160.1258498072,-2.01485704912833,6.06112393712729e-08,203124.Tery_1882,2.4e-71,180.3,215.0,"COG0292@1|root,COG0292@2|Bacteria,1G5NZ@1117|Cyanobacteria,1HAZX@1150|Oscillatoriales",1117|Cyanobacteria,J,Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit,rplT,"GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904",-,ko:K02887,large subunit ribosomal protein L20,"ko03010,map03010",Significant
NODE_66_length_44870_cov_799.479527_4,8570.50734362483,-2.00898340502362,2.0691933814168203e-09,203124.Tery_3533,2.09e-267,385.8,732.0,"COG0502@1|root,COG0502@2|Bacteria,1G3B8@1117|Cyanobacteria,1H8VC@1150|Oscillatoriales",1117|Cyanobacteria,H,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism,bioB,-,2.8.1.6,ko:K01012,biotin synthase [EC:2.8.1.6],"ko00780,ko01100,map00780,map01100",Significant
NODE_49_length_54842_cov_740.392776_45,127154.026352997,-2.0087368243409,7.1010208228931e-08,203124.Tery_1136,3.26e-114,309.0,327.0,"COG1290@1|root,COG1290@2|Bacteria,1G0PR@1117|Cyanobacteria,1H9F9@1150|Oscillatoriales",1117|Cyanobacteria,C,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",petD,"GO:0005575,GO:0005622,GO:0005623,GO:0009512,GO:0009579,GO:0032991,GO:0044424,GO:0044436,GO:0044464,GO:0070069",-,ko:K02637,cytochrome b6-f complex subunit 4,"ko00195,ko01100,map00195,map01100",Significant
NODE_7_length_88770_cov_446.852708_15,2650.45564778465,-2.00866393858437,0.0015371402316227,203124.Tery_0161,4.479999999999999e-189,320.4,525.0,"COG0796@1|root,COG0796@2|Bacteria,1G0W6@1117|Cyanobacteria,1H9XG@1150|Oscillatoriales",1117|Cyanobacteria,M,Provides the (R)-glutamate required for cell wall biosynthesis,murI,"GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",5.1.1.3,ko:K01776,glutamate racemase [EC:5.1.1.3],"ko00471,ko01100,map00471,map01100",Significant
NODE_151_length_25243_cov_457.244918_5,2696.27956407265,-2.00347843517521,7.13904737718642e-09,203124.Tery_3259,7.179999999999999e-258,,707.0,"COG0457@1|root,COG0457@2|Bacteria,1G5S0@1117|Cyanobacteria,1HC37@1150|Oscillatoriales",1117|Cyanobacteria,S,"K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit",-,-,-,-,,-,Significant
NODE_45_length_56506_cov_437.675276_1,6254.85253756738,-2.00213823581715,0.0048643896310718,203124.Tery_0222,6.3700000000000005e-257,,705.0,"COG4403@1|root,COG4403@2|Bacteria,1G1PI@1117|Cyanobacteria,1H9Z7@1150|Oscillatoriales",1117|Cyanobacteria,V,Lanthionine synthetase C family protein,-,-,-,-,,-,Significant
NODE_9_length_85320_cov_628.812291_67,8644.85111160906,-1.99932828034508,2.64081967329268e-05,203124.Tery_4416,1.13e-289,371.5,791.0,"COG0265@1|root,COG0265@2|Bacteria,1G17C@1117|Cyanobacteria,1H723@1150|Oscillatoriales",1117|Cyanobacteria,O,PDZ domain (Also known as DHR or GLGF),hhoA,-,-,-,HtrA serine peptidase 2 [EC:3.4.21.108],-,Significant
NODE_22_length_70149_cov_455.558350_53,2362.31030210334,-1.99782557338896,0.0065137106726453,203124.Tery_0223,1.67e-171,66.1,479.0,"COG0760@1|root,COG0760@2|Bacteria,1G244@1117|Cyanobacteria,1HHGJ@1150|Oscillatoriales",1117|Cyanobacteria,O,PPIC-type PPIASE domain,-,-,-,-,foldase protein PrsA [EC:5.2.1.8],-,Significant
NODE_92_length_35660_cov_473.336301_19,2868.42175504285,-1.99649181384033,3.74301963352969e-05,118168.MC7420_3937,1.84e-133,,387.0,"COG5464@1|root,COG5464@2|Bacteria,1G3YZ@1117|Cyanobacteria,1HA3P@1150|Oscillatoriales",1117|Cyanobacteria,S,s cog5464,-,-,-,-,,-,Significant
NODE_47_length_55427_cov_444.894640_43,190.761277272668,-1.99600777097849,0.015670422768728,1170562.Cal6303_3286,3.58e-10,,60.5,"COG1404@1|root,COG2340@1|root,COG1404@2|Bacteria,COG2340@2|Bacteria,1G04D@1117|Cyanobacteria,1HK7S@1161|Nostocales",1117|Cyanobacteria,O,Belongs to the peptidase S8 family,-,-,-,-,,-,Significant
NODE_45_length_56506_cov_437.675276_38,1059.99541024509,-1.99468281108272,0.0015734368269353,203124.Tery_0194,5.96e-70,,209.0,"2CISY@1|root,32S8F@2|Bacteria,1G7ST@1117|Cyanobacteria,1HC4Y@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_486_length_7258_cov_533.633208_8,11544.9050283929,-1.99372566796257,1.42558894173872e-06,203124.Tery_2332,1.99e-98,,286.0,"arCOG06390@1|root,330IR@2|Bacteria,1G5TN@1117|Cyanobacteria,1HB4F@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Gas vesicle protein,gvpK,-,-,-,,-,Significant
NODE_23_length_69785_cov_473.869353_14,1545.35942061547,-1.99104975112501,5.30589912208197e-05,203124.Tery_4207,4.0499999999999995e-55,84.1,172.0,"COG0695@1|root,COG0695@2|Bacteria,1G7RH@1117|Cyanobacteria,1HC6W@1150|Oscillatoriales",1117|Cyanobacteria,O,Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins,-,-,-,ko:K03676,glutaredoxin 3,-,Significant
NODE_41_length_58287_cov_393.251494_44,27493.812917936,-1.9891971968498,1.64775659398263e-08,203124.Tery_4030,3.76e-243,607.8,668.0,"COG0057@1|root,COG0057@2|Bacteria,1G0V1@1117|Cyanobacteria,1H87G@1150|Oscillatoriales",1117|Cyanobacteria,G,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gap2,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0036094,GO:0043891,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363",1.2.1.59,ko:K00150,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13],"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230",Significant
NODE_85_length_38246_cov_400.172920_15,381.686541861984,-1.98223336020702,2.10336538649978e-06,203124.Tery_3344,3.14e-58,,180.0,"2EBJ6@1|root,335JN@2|Bacteria,1G9E6@1117|Cyanobacteria,1HD9B@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_100_length_34364_cov_441.519747_21,557.541292750334,-1.97593182305243,0.0250883938301967,203124.Tery_2846,5.81e-50,,159.0,"2ERUP@1|root,33JDW@2|Bacteria,1GB8U@1117|Cyanobacteria",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_41_length_58287_cov_393.251494_30,4717.81024999379,-1.96673409324733,1.5018720405439e-12,203124.Tery_4043,4.85e-302,332.7,822.0,"COG0297@1|root,COG0297@2|Bacteria,1G0VM@1117|Cyanobacteria,1H8ZK@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Starch synthase catalytic domain,-,-,-,-,glycogen synthase [EC:2.4.1.11],-,Significant
NODE_76_length_39506_cov_451.403868_5,3056.20924996284,-1.96623617923623,1.15641553867346e-07,203124.Tery_3502,4.58e-78,,232.0,"COG1773@1|root,COG1773@2|Bacteria,1G6RR@1117|Cyanobacteria,1HBWR@1150|Oscillatoriales",1117|Cyanobacteria,C,Belongs to the rubredoxin family,rub,-,-,-,,-,Significant
NODE_12_length_84605_cov_817.129698_29,3572.58731314039,-1.96449611240256,2.1414532989691002e-10,203124.Tery_2565,4.52e-199,,551.0,"COG0501@1|root,COG0501@2|Bacteria,1G0TE@1117|Cyanobacteria,1HAIT@1150|Oscillatoriales",1117|Cyanobacteria,O,Zn-dependent protease with chaperone function,-,-,-,-,,-,Significant
NODE_269_length_14294_cov_525.524756_3,6348.3306325032,-1.96008630419527,1.13106984730993e-12,203124.Tery_2257,1.21e-303,124.7,829.0,"COG2367@1|root,COG2367@2|Bacteria,1G2RB@1117|Cyanobacteria,1H7SW@1150|Oscillatoriales",1117|Cyanobacteria,V,Beta-lactamase class A,-,-,3.5.2.6,ko:K17836,beta-lactamase class A [EC:3.5.2.6],"ko00311,ko01130,ko01501,map00311,map01130,map01501",Significant
NODE_2_length_141101_cov_626.108738_29,3560.42514272316,-1.95917157131985,0.0004347034130022,203124.Tery_2882,3.08e-88,,258.0,"2ANKF@1|root,31DJN@2|Bacteria,1G6RN@1117|Cyanobacteria,1HBNJ@1150|Oscillatoriales",1117|Cyanobacteria,S,Domain of unknown function (DUF1823),-,-,-,-,,-,Significant
NODE_85_length_38246_cov_400.172920_7,1102.82040826214,-1.95739946443694,0.0020593620423046,203124.Tery_4717,7.300000000000001e-165,55.5,475.0,"COG1672@1|root,COG1672@2|Bacteria,1G3A4@1117|Cyanobacteria,1H9H7@1150|Oscillatoriales",1117|Cyanobacteria,S,AAA domain,-,-,-,-,uncharacterized protein,-,Significant
NODE_30_length_63246_cov_443.823899_35,8863.29224618431,-1.94443453794658,7.66817019963779e-05,203124.Tery_0512,1.81e-131,,373.0,"2C231@1|root,2Z7YX@2|Bacteria,1G203@1117|Cyanobacteria,1H8R2@1150|Oscillatoriales",1117|Cyanobacteria,S,Seems to be required for the assembly of the photosystem I complex,ycf4,-,-,-,,-,Significant
NODE_2_length_141101_cov_626.108738_44,1577.48166850565,-1.94425524558855,0.0006774211394133,203124.Tery_2896,1.57e-62,,191.0,"2E5MH@1|root,330CE@2|Bacteria,1G93N@1117|Cyanobacteria,1HD3Q@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF3148),sipA,-,-,-,,-,Significant
NODE_199_length_20161_cov_572.531433_8,752.935670665013,-1.94117792210452,0.0003719397984843,203124.Tery_2491,1.54e-29,,108.0,"2BF1P@1|root,328TI@2|Bacteria,1G6PD@1117|Cyanobacteria,1HDEI@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_1414_length_1726_cov_458.704967_3,1624.39740176224,-1.93469187689024,6.02670742210833e-07,203124.Tery_0766,4.25e-95,,283.0,"COG5464@1|root,COG5464@2|Bacteria,1GBVC@1117|Cyanobacteria,1HF17@1150|Oscillatoriales",1117|Cyanobacteria,S,PD-(D/E)XK nuclease family transposase,-,-,-,-,,-,Significant
NODE_194_length_20612_cov_438.328209_3,3101.97472742921,-1.93199159843551,1.10918266426557e-05,203124.Tery_4540,4.65e-38,,127.0,"2E4PE@1|root,32ZI3@2|Bacteria,1G9K6@1117|Cyanobacteria,1HCWY@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_35_length_61288_cov_468.205657_34,3575.72310505849,-1.93164377218484,0.0001801562028589,203124.Tery_0356,5.61e-310,105.9,844.0,"COG0625@1|root,COG0625@2|Bacteria,1G017@1117|Cyanobacteria,1H7M1@1150|Oscillatoriales",1117|Cyanobacteria,O,Glutathione S-transferase,-,-,2.5.1.18,ko:K00799,pyrimidodiazepine synthase [EC:1.5.4.1],"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",Significant
NODE_149_length_25592_cov_479.394447_15,8354.13471032019,-1.93147718470706,6.25956924853447e-05,203124.Tery_1824,4.14e-113,,325.0,"COG4446@1|root,COG4446@2|Bacteria,1G6W2@1117|Cyanobacteria,1HBIQ@1150|Oscillatoriales",1117|Cyanobacteria,S,COGs COG4446 conserved,-,-,-,-,,-,Significant
NODE_41_length_58287_cov_393.251494_48,2124.12959451418,-1.93068661386294,1.24673716293014e-05,203124.Tery_4026,2.02e-120,197.6,343.0,"COG0394@1|root,COG0394@2|Bacteria,1G5U8@1117|Cyanobacteria,1HB72@1150|Oscillatoriales",1117|Cyanobacteria,T,Low molecular weight phosphotyrosine protein phosphatase,ptpA,-,3.1.3.48,ko:K01104,low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48],-,Significant
NODE_47_length_55427_cov_444.894640_2,717.269347414967,-1.9303119133985,8.94260157261232e-06,203124.Tery_4899,1.98e-06,,48.1,"2DBR1@1|root,2ZAHV@2|Bacteria,1G2D5@1117|Cyanobacteria,1H9S8@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Transposase DDE domain,-,-,-,-,,-,Significant
NODE_37_length_60140_cov_423.173171_44,15909.2785474397,-1.92973448526686,5.37652615254115e-08,203124.Tery_0863,0.0,721.8,1389.0,"COG1331@1|root,COG1331@2|Bacteria,1G1DM@1117|Cyanobacteria,1H7KY@1150|Oscillatoriales",1117|Cyanobacteria,O,Highly conserved protein containing a thioredoxin domain,-,-,-,ko:K06888,uncharacterized protein,-,Significant
NODE_3_length_123736_cov_497.957641_52,71703.6897058304,-1.92678994987387,2.88723871644987e-05,203124.Tery_4789,2.65e-36,,128.0,"COG3409@1|root,COG3409@2|Bacteria",2|Bacteria,M,Peptidoglycan-binding domain 1 protein,-,-,-,-,,-,Significant
NODE_470_length_7454_cov_2302.807677_6,275.815897461906,-1.9204242636694,0.0377113525245297,118163.Ple7327_0237,3.03e-14,,67.0,"COG3293@1|root,COG3293@2|Bacteria,1GRN9@1117|Cyanobacteria,3VN4A@52604|Pleurocapsales",1117|Cyanobacteria,L,Putative transposase of IS4/5 family (DUF4096),-,-,-,-,,-,Significant
